Lead I,Lead II,Lead III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0.15213409049276422,0.7096651082911936,0.8918244875691684,0.5998139150211931,0.08933002481389578,0.8463091992325558,0.8037716172764404,0.6766992726360671,0.6877015919259183,0.5399414300821606,0.3688942891859053,0.28443343095291734
0.1651401355559626,0.7225455586299018,0.8912789338321253,0.5855473999793238,0.09667493796526053,0.8527718873068766,0.8146345702615799,0.692082601789148,0.6946207470606597,0.5463678516228748,0.37462246137823296,0.29132687542239244
0.16742993222201866,0.7297967751168782,0.8952536824877251,0.5802749922464593,0.09538461538461536,0.8591335958800363,0.8206309203093769,0.6976005350723183,0.6987826448860681,0.5499064508256731,0.3782676618642597,0.29524667717954495
0.16028576662392377,0.7129090735616831,0.8875379939209727,0.5935077018505117,0.09647642679900743,0.8451984247197818,0.814721473885461,0.692500627037873,0.695765268962647,0.5477100789066949,0.37549036625585835,0.2929939175489975
0.15552298955852717,0.6992653372769774,0.8803678590912634,0.6035356145973327,0.09846153846153843,0.8333838230839139,0.8055096897540627,0.6854778028592927,0.6892102798876288,0.5429919466362971,0.3711855580628364,0.2883081775174589
0.16761311595530315,0.707089018223452,0.8765489829319616,0.5924738964126952,0.10739454094292802,0.8349994951024942,0.8074215694794472,0.6896580553465429,0.6926438455935907,0.5443341739201172,0.3730255164034022,0.2894345573327326
0.17979483421872136,0.7123366091021849,0.8704699555763385,0.5827561252972191,0.1179156327543424,0.8338887205897202,0.8204571130616146,0.7060446450965638,0.7047653730100926,0.5515333929878793,0.3799340392293005,0.29731921603964856
0.17741344568602307,0.7155805743726744,0.8750681942171303,0.5823426031220924,0.11364764267990074,0.8385337776431385,0.8242808725123838,0.7093052420366189,0.7059619186348975,0.5532823558122509,0.3815657003992363,0.2990313133588646
0.166788789155523,0.7086155901154471,0.8784973891356871,0.5920603742375685,0.10570719602977667,0.8371200646268807,0.8122881724167897,0.6947579633809882,0.6962334824680054,0.5464491987309852,0.3757333796215935,0.2924082000450552
0.15772119435794102,0.7002194447094744,0.8792767516171771,0.6017781453530445,0.10034739454094292,0.8331818640815913,0.8030763882853914,0.6859794331577627,0.691291228800333,0.5418124135686976,0.3717757333796216,0.2871367425095742
0.16092690969041948,0.7038450529529625,0.8795884966097732,0.5979530652331231,0.10183622828784117,0.8353024336059779,0.8074215694794472,0.692249811888638,0.696545624804911,0.5446188887985033,0.3737892726957126,0.29015544041450775
0.1729254442205532,0.7198740578189105,0.8824721377912866,0.5825493642096558,0.10650124069478907,0.8457033222255882,0.8138524376466498,0.7004431067636485,0.701175736135678,0.5489709590824047,0.37746918937684437,0.29461590448299163
0.17338340355376444,0.7255032916706422,0.8866806951913334,0.5792411868086426,0.10411910669975183,0.8513581742906189,0.8111584253063353,0.6982693754702783,0.6981063364894392,0.5479134466769706,0.37712202742579415,0.29479612525343546
0.16404103315625573,0.7147218776834272,0.8858233964616944,0.5904062855370619,0.09965260545905706,0.8450974452186205,0.7948205440166854,0.6846417523618425,0.6888461138279056,0.5411616367038152,0.37128970664815136,0.28799279116918225
0.1494779263601392,0.6964030149794868,0.8832515002727768,0.6084978806988524,0.09330024813895779,0.833787741088559,0.7830016511688537,0.6750271716411671,0.6806783893455416,0.534206458960384,0.3652490886998785,0.28123451227754
0.15250045795933317,0.6932544604522469,0.8781077078949419,0.6084978806988524,0.09826302729528535,0.8287387660304957,0.7850004345181194,0.6743583312432071,0.6808864842368121,0.534206458960384,0.36517965630966853,0.2811444018923181
0.1662392379556695,0.7048945711287091,0.8759254929467695,0.5944381267445467,0.10709677419354836,0.8334848025850751,0.7925610497957765,0.6818827857202575,0.6852564769534908,0.5389245912307817,0.3686165596250652,0.2862356386573553
0.16742993222201866,0.7032725884934644,0.8736653417504482,0.59464488783211,0.10918114143920593,0.8311622740583662,0.7991657252107413,0.6858958281080177,0.6866611174695662,0.5389245912307817,0.3701787884047909,0.2880829015544042
0.1466385784942297,0.6867665299112681,0.8777959629023458,0.615320996588442,0.09528535980148882,0.8251035039886903,0.7972538454853567,0.6743583312432071,0.679169701383831,0.5324168225819572,0.36517965630966853,0.28141473304798376
